Nome,Data,url
RZEO,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=552771&cvm=true
RZEO,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506311&cvm=true
RZEO,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=464358&cvm=true
SNAG,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=718087&cvm=true
SNAG,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=662982&cvm=true
SNAG,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=602221&cvm=true
SNAG,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=553412&cvm=true
SNAG,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506197&cvm=true
SNAG,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=464293&cvm=true
SNAG,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=448132&cvm=true
SNAG,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=375947&cvm=true
SNAG,30/6/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=335981&cvm=true
VCRA,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=724144&cvm=true
VCRA,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=662002&cvm=true
VCRA,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=594399&cvm=true
VCRA,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=553124&cvm=true
VCRA,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=518041&cvm=true
VCRA,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=515169&cvm=true
VCRA,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=418497&cvm=true
